customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
6012-GRVFE,2/21/2020,Paid,2/21/2023,Premium,Monthly,7/11/2023,App keeps crashing,25.26,1517,72,1,prakash,India,Uttarakhand,Female,11/26/2007,6/4/2023,N,2,3
6015-ZSDOI,1/16/2023,Paid,1/16/2025,Standard,Monthly,,,12.98,439,34,0,sanjay,India,Manipur,Male,9/8/1976,,,,
6022-APGHC,7/21/2020,Organic,7/21/2022,Standard,Monthly,,,12.08,1375,25,0,geeta,India,Maharashtra,Male,11/6/1963,,,,
6034-UTJBD,9/15/2020,Paid,9/15/2024,Premium,Annual,,,20.84,2257,50,0,aarti,India,Uttarakhand,Female,9/9/1990,,,,
6044-VTNBG,8/26/2022,Organic,8/26/2025,Basic,Monthly,4/27/2025,No longer needed,6.62,202,84,1,deepa,India,Tamil Nadu,Female,10/13/1988,4/6/2025,Y,1,2
6045-HQCBV,7/24/2021,Refferal,7/24/2024,Premium,Annual,,,27.12,1484,25,0,prakash,India,Manipur,Male,1/24/1980,,,,
6098-AAGWX,12/16/2021,Paid,12/16/2024,Premium,Monthly,5/4/2025,Poor streaming quality,26.61,1177,65,1,vandana,India,Manipur,Male,7/22/1989,4/8/2025,N,29,3
6131-IWAUL,10/28/2023,Refferal,10/28/2025,Standard,Annual,3/27/2025,Too expensive,13.74,355,60,1,chandan,India,Uttar Pradesh,Female,11/10/1962,3/22/2025,Y,1,5
6142-IVLJQ,10/15/2020,Organic,10/15/2022,Standard,Monthly,,,14.56,1359,38,0,ritu,India,Chhattisgarh,Male,7/19/1959,,,,
6144-SMSQS,5/17/2023,Paid,5/17/2024,Standard,Monthly,,,14.95,673,27,0,govind,India,Odisha,Male,9/6/1970,,,,
6158-EZMWF,3/30/2020,Refferal,3/30/2021,Premium,Annual,,,20.86,1274,41,0,sanjay,India,Rajasthan,Male,5/5/1979,10/1/2021,N,26,4
6161-SYZZK,3/28/2020,Refferal,3/28/2022,Standard,Annual,,,15.25,982,34,0,shobha,India,Bihar,Male,9/18/2005,,,,
6168-ROUVC,4/3/2020,Organic,4/3/2021,Basic,Annual,,,9.38,579,24,0,tejendra,India,Assam,Female,9/7/2003,,,,
6177-SZVES,7/10/2022,Organic,7/10/2025,Standard,Monthly,,,12.31,903,21,0,maya,India,Rajasthan,Female,12/25/1963,,,,
6193-KCVIH,9/7/2020,Paid,9/7/2022,Standard,Annual,,,18.62,1973,44,0,hari,India,Madhya Pradesh,Male,4/17/1997,,,,
6200-ZLUJW,12/15/2021,Paid,12/15/2023,Standard,Monthly,,,14.87,1190,52,0,krishan,India,Tripura,Male,8/8/1995,,,,
6233-MJKTR,5/16/2023,Organic,5/16/2027,Basic,Annual,,,9.52,511,15,0,rekha,India,Madhya Pradesh,Female,11/22/1994,,,,
6243-GKNII,2/1/2023,Organic,2/1/2027,Basic,Annual,,,7,470,9,0,priya,India,Chhattisgarh,Male,12/20/1959,1/9/2025,N,69,3
6244-SEMXR,4/20/2023,Refferal,4/20/2025,Basic,Monthly,,,9.3,456,22,0,pankaj,India,Karnataka,Male,9/26/1976,,,,
6281-QWUNB,3/28/2023,Paid,3/28/2025,Standard,Annual,,,15.7,497,17,0,usha,India,Karnataka,Male,1/10/1969,,,,
6289-WWNOI,3/11/2022,Paid,3/11/2023,Standard,Annual,,,18.56,775,48,0,chetan,India,Manipur,Male,1/26/1974,9/3/2022,N,70,1
6296-JVSIC,11/4/2020,Paid,11/4/2023,Basic,Annual,,,7.33,664,14,0,dinesh,India,Meghalaya,Male,6/27/1991,,,,
6300-LTKKA,9/11/2022,Refferal,9/11/2024,Premium,Annual,,,22.05,1250,25,0,meena,India,Haryana,Male,5/12/1966,,,,
6301-PMJVA,3/13/2022,Organic,3/13/2025,Basic,Monthly,,,6.77,549,11,0,lalita,India,Meghalaya,Male,2/11/1982,3/5/2024,Y,41,1
6306-PBXOK,11/15/2022,Paid,11/15/2026,Basic,Annual,,,9.04,373,43,0,kavya,India,Manipur,Female,9/23/1999,,,,
6340-JBJRX,3/26/2020,Paid,3/26/2022,Basic,Annual,,,8.45,625,52,0,arun,India,Chhattisgarh,Female,12/16/1969,,,,
6349-DFECE,11/12/2023,Refferal,11/12/2027,Standard,Annual,,,15.41,494,11,0,raman,India,Uttar Pradesh,Male,11/20/2003,,,,
6357-OYTYV,4/9/2022,Paid,4/9/2026,Basic,Annual,,,7,498,18,0,anil,India,Goa,Female,3/6/1972,,,,
6363-PLMDL,9/27/2021,Paid,9/27/2023,Basic,Monthly,,,8.5,688,50,0,kiran,India,Chhattisgarh,Female,8/18/1996,7/9/2024,N,66,4
6370-ENQRC,12/23/2022,Organic,12/23/2024,Basic,Monthly,,,9.92,433,15,0,vijay,India,Uttarakhand,Female,2/7/2002,,,,
6379-AILXX,2/12/2022,Paid,2/12/2025,Standard,Annual,,,16.7,795,48,0,neha,India,Punjab,Male,8/24/1991,,,,
6407-MHUFN,3/21/2020,Paid,3/21/2021,Standard,Monthly,,,14.24,1242,50,0,subhash,India,Karnataka,Male,3/21/2005,,,,
6407-PVUAN,11/15/2023,Organic,11/15/2025,Premium,Annual,,,23.99,984,11,0,mira,India,Gujarat,Male,1/9/1999,,,,
6418-YWTKD,7/23/2021,Refferal,7/23/2022,Standard,Monthly,,,15.91,1320,3,0,rajesh,India,Tamil Nadu,Female,5/16/1982,,,,
6434-AGELB,2/27/2021,Organic,2/27/2022,Standard,Monthly,,,14.83,986,16,0,govind,India,Odisha,Female,1/19/1967,,,,
6437-IFAJB,11/29/2021,Organic,11/29/2023,Basic,Monthly,,,9.69,533,16,0,reema,India,Odisha,Male,11/18/1969,,,,
6447-UZZMU,4/11/2021,Refferal,4/11/2023,Standard,Monthly,,,15.49,1282,39,0,meena,India,Karnataka,Male,9/3/1986,,,,
6451-KSXCD,5/7/2023,Refferal,5/7/2024,Standard,Annual,,,16.48,732,19,0,rekha,Nepal,Kathmandu,Male,11/6/1961,,,,
6456-BZJTB,2/23/2023,Refferal,2/23/2026,Premium,Monthly,,,23.43,1354,26,0,pankaj,India,Madhya Pradesh,Female,11/7/1978,,,,
6462-RBDOT,4/28/2020,Paid,4/28/2023,Standard,Monthly,11/15/2024,Moved to different city,12.14,820,70,1,amit,India,Karnataka,Female,7/28/2002,,,,
6467-RQRLW,3/13/2021,Paid,3/13/2022,Premium,Monthly,,,20.79,1712,51,0,madan,India,Karnataka,Female,6/9/2002,6/6/2023,Y,79,5
6468-ZZBNR,6/25/2022,Refferal,6/25/2025,Basic,Annual,10/23/2024,App keeps crashing,8.56,450,78,1,geeta,India,Tamil Nadu,Female,8/26/1970,9/25/2024,N,31,2
6489-RDYDC,8/18/2023,Refferal,8/18/2025,Premium,Monthly,,,27,1506,16,0,ravi,India,Meghalaya,Male,8/14/1968,6/21/2024,Y,31,2
6489-ZNPXN,2/6/2022,Organic,2/6/2023,Basic,Annual,,,8.1,517,41,0,manoj,India,Odisha,Male,3/12/2002,,,,
6490-VFMJZ,11/4/2022,Organic,11/4/2024,Premium,Monthly,,,27.55,1160,30,0,gopal,India,Punjab,Female,2/26/1995,,,,
6499-THBQF,1/14/2020,Paid,1/14/2023,Premium,Annual,,,23.86,2091,16,0,bimla,India,Assam,Male,3/20/1984,,,,
6502-QDKVH,5/28/2022,Organic,5/28/2024,Standard,Monthly,,,14,869,45,0,krishan,India,Nagaland,Male,8/18/1981,,,,
6506-FZSJR,7/4/2022,Organic,7/4/2025,Premium,Annual,,,20.26,900,30,0,ajay,India,Maharashtra,Male,6/8/2000,6/17/2024,Y,77,2
6570-WBHNK,3/31/2022,Organic,3/31/2024,Standard,Monthly,,,18.87,1209,47,0,anil,India,Tamil Nadu,Female,4/24/1986,,,,
6571-TOJRI,3/4/2020,Paid,3/4/2021,Standard,Monthly,,,12,1173,47,0,anju,India,Gujarat,Male,1/30/1993,,,,
6572-IAJCX,2/13/2022,Refferal,2/13/2024,Premium,Monthly,1/20/2024,Poor customer service,25.41,1207,86,1,kavya,India,West Bengal,Female,3/28/1959,12/28/2023,Y,17,2
6576-BLNYL,10/4/2021,Paid,10/4/2023,Standard,Monthly,,,12.16,1049,40,0,vidya,India,Delhi,Female,7/19/1993,,,,
6576-XUPPS,7/30/2020,Paid,7/30/2023,Standard,Annual,,,17.34,1827,48,0,sarla,India,Uttar Pradesh,Male,2/1/1984,12/30/2020,N,52,3
6590-BJTLK,10/27/2023,Paid,10/27/2025,Standard,Monthly,9/6/2024,Slow internet speed,13.65,482,69,1,mina,India,Uttar Pradesh,Male,6/5/1970,8/1/2024,Y,9,3
6594-QBIPX,12/16/2020,Paid,12/16/2023,Standard,Monthly,,,15.52,804,14,0,dilip,India,Telangana,Male,9/1/1964,,,,
6620-HIECE,11/11/2022,Refferal,11/11/2023,Standard,Monthly,,,13.57,888,32,0,ramesh,India,Meghalaya,Male,1/16/1967,,,,
6620-WEGXR,7/28/2021,Organic,7/28/2024,Basic,Monthly,,,8,594,41,0,neha,India,Uttarakhand,Male,1/20/2002,,,,
6628-SMWWK,3/31/2022,Refferal,3/31/2023,Premium,Monthly,,,24.37,1682,14,0,ritu,India,Kerala,Male,8/29/1963,,,,
6636-HWCHI,3/25/2022,Paid,3/25/2024,Premium,Monthly,,,22.64,1409,23,0,ramkumar,India,Uttarakhand,Male,8/28/1980,,,,
6640-TGIEV,3/15/2022,Organic,3/15/2024,Premium,Annual,,,24.76,1313,38,0,satish,India,Odisha,Female,4/12/1981,6/3/2024,N,36,3
6685-IBUIP,2/26/2020,Organic,2/26/2021,Basic,Annual,,,8.35,896,45,0,seema,India,Maharashtra,Male,9/2/1996,,,,
6701-YKVDM,7/19/2022,Refferal,7/19/2024,Basic,Monthly,,,9.4,452,25,0,tejendra,India,Rajasthan,Male,4/17/1978,,,,
6708-NOIZX,3/29/2023,Paid,3/29/2025,Standard,Annual,,,17.51,799,45,0,geeta,India,Nagaland,Female,6/9/2004,,,,
6718-BYSNC,9/22/2020,Paid,9/22/2021,Standard,Annual,3/28/2024,Poor customer service,12.82,846,97,1,sundar,India,Maharashtra,Female,9/24/1962,,,,
6729-XTJIA,9/13/2020,Organic,9/13/2021,Standard,Annual,,,16.89,1815,26,0,chetan,India,Tripura,Male,7/15/1966,,,,
6746-PJDNW,11/25/2020,Paid,11/25/2021,Standard,Annual,,,12,1144,21,0,radha,India,Himachal Pradesh,Female,5/12/1966,,,,
6758-OWMWB,9/9/2022,Refferal,9/9/2023,Premium,Annual,,,23,1646,32,0,rekha,India,Odisha,Male,4/14/1982,,,,
6767-EDMYK,6/3/2022,Refferal,6/3/2023,Standard,Monthly,,,15.09,831,52,0,mina,India,Punjab,Female,2/20/1995,,,,
6794-BBNDJ,11/8/2020,Refferal,11/8/2021,Premium,Annual,,,21.79,1373,1,0,jyoti,India,Assam,Female,6/10/1979,,,,
6797-ZDVNI,6/15/2021,Refferal,6/15/2023,Basic,Annual,,,10,596,38,0,shiva,India,Tamil Nadu,Male,9/15/1987,,,,
6811-JQLNZ,8/17/2020,Paid,8/17/2021,Premium,Annual,,,27,1727,54,0,laxman,India,Uttar Pradesh,Male,10/19/1997,9/2/2021,N,37,1
6821-CMGDH,2/28/2020,Paid,2/28/2021,Basic,Monthly,,,6.09,677,19,0,arjun,India,Punjab,Female,2/14/1982,,,,
6838-VXKWR,3/22/2020,Refferal,3/22/2021,Standard,Annual,,,12.88,1026,18,0,govind,India,Tripura,Male,2/28/1975,,,,
6849-JIFQO,8/30/2022,Refferal,8/30/2023,Premium,Annual,,,21.73,885,6,0,prakash,India,Maharashtra,Male,12/15/1980,,,,
6858-CPSJC,1/1/2022,Refferal,1/1/2025,Premium,Monthly,,,22.41,1414,5,0,kavya,India,Rajasthan,Female,5/5/1963,3/3/2025,Y,65,5
6873-UBQTN,7/29/2020,Organic,7/29/2022,Basic,Monthly,,,7.3,755,42,0,asha,India,Tripura,Female,9/25/1968,,,,
6874-XCAAT,4/13/2022,Paid,4/13/2024,Basic,Monthly,,,8.62,361,3,0,sapna,India,Goa,Female,5/10/1968,,,,
6878-VWMJG,3/17/2023,Refferal,3/17/2026,Premium,Annual,,,26.29,1382,30,0,renu,India,Uttar Pradesh,Female,4/19/2004,,,,
6884-TFRWY,11/26/2022,Refferal,11/26/2024,Standard,Monthly,4/7/2025,Found better offer elsewhere,14.49,297,82,1,devendra,India,Nagaland,Male,6/29/1985,3/17/2025,Y,16,1
6903-CEAWH,1/30/2021,Paid,1/30/2024,Premium,Monthly,,,21.43,1720,3,0,niranjan,India,Uttar Pradesh,Female,3/30/2005,,,,
6920-DMEJY,8/1/2022,Refferal,8/1/2023,Standard,Monthly,,,13.79,779,96,0,usha,Nepal,Kathmandu,Female,2/23/1994,,,,
6923-ZXYHA,8/23/2022,Organic,8/23/2024,Standard,Monthly,,,12.02,449,36,0,sunita,India,Tamil Nadu,Female,1/27/1969,,,,
6959-CODKY,5/2/2020,Paid,5/2/2023,Basic,Monthly,,,6.29,442,8,0,madan,India,Meghalaya,Male,3/22/1959,,,,
6978-PRXTU,9/18/2021,Organic,9/18/2024,Premium,Monthly,2/28/2025,Poor streaming quality,23.56,764,82,1,shalini,India,Telangana,Female,4/21/1999,1/26/2025,Y,2,3
6998-XCNTQ,1/17/2021,Refferal,1/17/2022,Standard,Annual,1/31/2023,Technical issues,18.14,895,68,1,poonam,India,Maharashtra,Female,3/3/1978,12/29/2022,N,1,1
7003-DONWL,10/7/2023,Paid,10/7/2024,Premium,Monthly,,,23.67,875,22,0,indira,India,West Bengal,Female,1/21/1990,,,,
7013-KYUPS,7/20/2020,Paid,7/20/2022,Basic,Monthly,4/15/2023,Relocated abroad,6.59,371,69,1,usha,India,Uttarakhand,Female,1/21/1998,3/29/2023,Y,10,5
7037-NDTND,2/3/2021,Refferal,2/3/2022,Standard,Monthly,,,14.65,1154,25,0,kavita,India,Punjab,Female,8/28/1972,,,,
7037-TUQTZ,3/5/2023,Paid,3/5/2025,Basic,Monthly,,,8,436,31,0,vikram,India,Jharkhand,Female,6/3/1999,,,,
7058-FBZBA,11/22/2020,Organic,11/22/2021,Basic,Monthly,,,7.33,777,48,0,jyoti,India,Punjab,Female,9/12/1987,,,,
7072-ZDCLE,5/19/2023,Refferal,5/19/2026,Premium,Monthly,,,20.68,1234,54,0,Pankaj,India,Himachal Pradesh,Male,3/21/1961,,,,
7101-BAAQF,2/3/2023,Organic,2/3/2025,Premium,Monthly,,,27.06,961,34,0,usha,India,Himachal Pradesh,Female,1/30/1966,,,,
7112-NYIMU,3/28/2020,Organic,3/28/2022,Standard,Monthly,,,13.01,960,43,0,rahul,India,Manipur,Male,11/22/1964,,,,
7116-ZAREK,10/6/2022,Paid,10/6/2023,Standard,Monthly,,,17,1192,55,0,dilip,India,Rajasthan,Male,10/7/1969,8/24/2023,Y,47,4
7122-ZIPCX,12/24/2022,Organic,12/24/2024,Premium,Monthly,,,20.51,798,19,0,anil,India,Telangana,Female,2/26/1967,5/13/2025,N,62,4
7125-WPONG,8/27/2022,Paid,8/27/2025,Standard,Monthly,,,14,978,54,0,manju,India,Karnataka,Male,11/20/2001,,,,
7129-CPDHF,9/11/2020,Paid,9/11/2023,Standard,Annual,,,13,1380,25,0,radha,India,Rajasthan,Female,10/1/2001,,,,
7131-OKPFG,10/6/2023,Paid,10/6/2026,Basic,Annual,,,7.58,193,44,0,madan,India,Delhi,Female,6/24/1987,,,,
7155-SFLOZ,10/1/2020,Paid,10/1/2022,Standard,Annual,,,15.18,1380,8,0,kiran,India,Rajasthan,Male,3/18/1967,,,,
7157-SXIMR,7/4/2020,Refferal,7/4/2022,Premium,Monthly,,,26.27,2152,2,0,kishore,India,Tamil Nadu,Female,10/4/1989,,,,
7181-YDFEO,1/14/2021,Paid,1/14/2023,Standard,Annual,,,13.01,1076,46,0,vandana,India,Tamil Nadu,Female,9/8/1964,,,,
7185-QDXBL,2/2/2020,Paid,2/2/2023,Basic,Annual,,,6.98,482,14,0,urmila,India,Rajasthan,Male,8/26/1987,,,,
7185-SDAEM,11/25/2023,Organic,11/25/2024,Basic,Monthly,,,9.34,290,39,0,balram,India,Haryana,Male,1/15/1958,5/23/2024,N,27,1
7198-OERPI,5/23/2020,Paid,5/23/2023,Basic,Monthly,,,6.6,775,5,0,kishore,India,Tripura,Female,3/7/1971,,,,
7213-UXLLQ,11/5/2021,Paid,11/5/2022,Basic,Monthly,,,7.87,703,26,0,madan,India,Tamil Nadu,Female,8/2/1999,5/20/2026,N,81,2
7223-HMZSK,11/2/2023,Organic,11/2/2025,Standard,Monthly,,,16.42,533,45,0,sushma,India,Meghalaya,Male,9/14/1958,,,,
7247-ZUJZQ,11/11/2020,Organic,11/11/2021,Basic,Monthly,12/3/2023,Family plan cancelled,7.32,445,90,1,bimla,India,Meghalaya,Male,6/22/1987,11/8/2023,N,7,2
7251-KJRRH,2/2/2021,Paid,2/2/2022,Basic,Annual,,,8,523,24,0,rangadevi,India,Madhya Pradesh,Male,4/17/1968,,,,
7255-CNDEL,4/12/2021,Paid,4/12/2024,Premium,Annual,,,24.96,2550,49,0,Vinod,India,Haryana,Female,1/8/1986,,,,
7264-HXUSE,1/10/2020,Organic,1/10/2024,Premium,Annual,,,22.08,2045,55,0,ramesh,India,Bihar,Male,11/14/2003,,,,
7279-MBKRJ,6/29/2021,Paid,6/29/2022,Premium,Annual,9/25/2024,Switched to competitor,27.02,1458,77,1,prakash,India,Meghalaya,Male,6/4/2004,8/31/2024,Y,26,2
7301-RLFQA,11/17/2020,Paid,11/17/2024,Premium,Annual,,,25.75,1662,34,0,aarti,India,Tamil Nadu,Male,4/23/1974,,,,
7319-SMPJS,9/25/2021,Refferal,9/25/2025,Premium,Annual,,,20.17,1830,24,0,ashok,India,Himachal Pradesh,Male,8/31/2002,4/29/2023,Y,48,3
7325-JAGVF,2/9/2023,Paid,2/9/2026,Standard,Annual,,,15.35,845,37,0,kanta,India,Manipur,Female,8/28/1973,,,,
7357-VDGKM,7/11/2020,Organic,7/11/2022,Premium,Monthly,,,23.8,1936,47,0,naresh,India,Karnataka,Male,8/2/1984,,,,
7370-CRBFT,6/25/2022,Refferal,6/25/2024,Basic,Annual,,,8.09,363,6,0,sunil,Nepal,Kathmandu,Male,7/12/1975,,,,
7375-OVDEM,4/15/2020,Refferal,4/15/2023,Basic,Monthly,,,9,582,41,0,anju,Nepal,Kathmandu,Male,4/24/2002,,,,
7387-MCJTK,11/29/2021,Paid,11/29/2023,Basic,Monthly,3/7/2025,Family plan cancelled,8.69,382,98,1,arun,India,Chhattisgarh,Male,10/22/1969,2/6/2025,N,11,2
7427-FZFMN,11/6/2021,Organic,11/6/2022,Standard,Monthly,2/23/2025,Family plan cancelled,17.68,1045,80,1,hemant,India,Assam,Male,9/30/2002,,,,
7440-CRZJX,7/10/2023,Paid,7/10/2024,Premium,Monthly,,,20.87,962,53,0,vikram,India,Uttarakhand,Male,5/28/1980,6/15/2025,N,59,2
7455-LFPKQ,3/11/2022,Organic,3/11/2026,Basic,Annual,,,6.37,259,7,0,deepa,India,Jharkhand,Male,3/29/1977,,,,
7456-PTLOI,8/14/2023,Organic,8/14/2026,Basic,Annual,,,6.67,263,40,0,brij,India,Kerala,Male,3/27/1964,,,,
7478-SKXCQ,7/21/2023,Paid,7/21/2024,Standard,Monthly,,,14.61,648,15,0,vikram,India,West Bengal,Female,7/16/2002,3/11/2025,Y,43,4
7500-LSFCQ,8/20/2021,Organic,8/20/2023,Standard,Monthly,3/7/2025,Poor streaming quality,14.15,431,60,1,bhupendra,India,Uttar Pradesh,Female,12/21/1978,3/6/2025,N,29,3
7518-UIADU,12/9/2023,Paid,12/9/2026,Premium,Annual,,,24.94,800,20,0,subhash,India,Punjab,Female,12/22/1972,12/10/2024,Y,28,5
7522-YCYFE,8/2/2022,Organic,8/2/2024,Standard,Annual,,,18.18,1158,36,0,laxman,India,Haryana,Male,2/20/1991,,,,
7537-RQEMS,6/23/2021,Paid,6/23/2022,Standard,Annual,,,18.48,860,36,0,rangadevi,India,Haryana,Female,1/4/1965,,,,
7544-GBUBW,11/15/2021,Paid,11/15/2025,Standard,Annual,,,17.89,870,21,0,jyoti,India,Delhi,Female,2/2/1963,,,,
7550-VWKSI,2/25/2021,Paid,2/25/2024,Standard,Monthly,,,12.49,933,46,0,shanti,India,Maharashtra,Male,3/23/1963,,,,
7568-KVMUO,1/10/2022,Organic,1/10/2023,Standard,Annual,,,14.6,684,41,0,lata,India,Himachal Pradesh,Female,1/30/1958,,,,
7570-SXQEE,8/21/2021,Paid,8/21/2022,Basic,Monthly,,,8.49,457,36,0,bimla,India,Rajasthan,Male,12/20/1965,,,,
7642-AAQUC,5/2/2020,Refferal,5/2/2023,Premium,Monthly,,,23.49,2629,3,0,dilip,India,Tamil Nadu,Female,1/5/1988,8/22/2024,Y,68,4
7647-ORVIM,1/26/2023,Paid,1/26/2026,Premium,Monthly,1/14/2024,Too expensive,21.47,769,64,1,sunita,India,Gujarat,Male,1/13/2005,12/14/2023,N,18,3
7656-MMFWC,5/10/2020,Refferal,5/10/2024,Premium,Annual,,,22.33,2655,30,0,jyoti,India,Tamil Nadu,Female,5/23/1984,,,,
7668-OLOMV,6/3/2022,Paid,6/3/2025,Premium,Monthly,8/28/2025,Slow internet speed,27.49,1288,98,1,manoj,India,Punjab,Female,5/5/2001,8/10/2025,N,31,2
7682-WTNTW,9/24/2022,Paid,9/24/2025,Standard,Annual,,,16.38,959,26,0,priya,India,Haryana,Male,2/16/2002,,,,
7691-NPWNA,10/30/2020,Organic,10/30/2022,Premium,Monthly,,,21.09,1328,44,0,arjun,India,Odisha,Female,1/19/1997,,,,
7696-FKBLE,3/11/2020,Organic,3/11/2024,Basic,Annual,,,7.16,842,52,0,neha,India,Rajasthan,Female,11/9/1978,,,,
7697-LUGIX,8/30/2022,Organic,8/30/2023,Standard,Monthly,,,13.87,885,31,0,pooja,India,Telangana,Male,8/22/1997,,,,
7745-SCEFZ,1/25/2021,Paid,1/25/2024,Basic,Monthly,2/6/2023,Relocated abroad,6.69,320,73,1,kanta,India,Tripura,Male,5/2/1960,1/6/2023,Y,34,2
7761-WKSXC,1/15/2023,Organic,1/15/2024,Premium,Monthly,,,20.91,951,31,0,narendra,India,Kerala,Female,12/17/1999,,,,
7767-WUUJS,9/4/2023,Refferal,9/4/2024,Premium,Monthly,,,26.93,1140,13,0,manisha,India,Assam,Male,5/23/1964,,,,
7814-IMJYS,1/21/2020,Refferal,1/21/2023,Basic,Monthly,,,8.24,500,47,0,chandan,India,Chhattisgarh,Female,4/5/1960,,,,
7827-TCYRT,1/19/2022,Paid,1/19/2025,Basic,Monthly,,,9.98,442,48,0,bimla,India,Jharkhand,Male,5/16/1980,,,,
7831-TRINO,6/22/2021,Refferal,6/22/2022,Basic,Annual,,,7.59,600,31,0,varsha,Nepal,Kathmandu,Female,5/25/1970,,,,
7845-USZSD,3/20/2021,Organic,3/20/2022,Premium,Monthly,,,23.17,1345,51,0,dinesh,India,Meghalaya,Male,4/15/1968,,,,
7851-HDNLK,9/17/2020,Refferal,9/17/2022,Basic,Annual,,,8.26,801,50,0,suresh,India,Meghalaya,Female,1/17/1964,,,,
7872-ALTWX,8/30/2022,Paid,8/30/2024,Premium,Monthly,,,21.02,751,83,0,sunil,India,Tripura,Female,2/10/1996,,,,
7892-GVNOA,3/1/2022,Refferal,3/1/2025,Standard,Monthly,5/23/2025,Billing issues,15.66,735,66,1,yogesh,India,Manipur,Male,12/26/2004,4/16/2025,N,10,5
7892-LSVBL,2/12/2021,Organic,2/12/2023,Premium,Annual,,,24.12,1755,31,0,raghav,India,Uttarakhand,Female,6/3/1980,,,,
7917-BJQFZ,8/21/2020,Paid,8/21/2021,Standard,Monthly,,,14.17,954,24,0,ashok,India,Delhi,Female,11/23/1973,,,,
7933-XSFUL,7/20/2023,Paid,7/20/2024,Standard,Annual,,,16.12,794,11,0,kishore,India,Punjab,Female,9/6/1984,,,,
7952-WAHIH,4/11/2021,Paid,4/11/2025,Basic,Annual,,,8.24,456,46,0,shiva,India,Uttar Pradesh,Female,9/20/2001,3/16/2025,Y,24,5
7956-KRORA,12/24/2023,Paid,12/24/2025,Premium,Monthly,,,27.04,1147,16,0,deepa,India,Jharkhand,Female,9/2/1993,10/10/2025,Y,45,2
7976-KGNXE,12/17/2020,Paid,12/17/2023,Basic,Monthly,,,5.99,303,5,0,shobha,India,Telangana,Female,9/15/2006,11/23/2025,Y,75,5
7982-GQMSW,8/2/2022,Paid,8/2/2025,Basic,Annual,,,9.8,679,39,0,rajesh,India,Punjab,Male,4/30/1965,,,,
7998-BATUK,2/15/2022,Organic,2/15/2025,Premium,Monthly,,,26.08,1215,28,0,sunita,India,Himachal Pradesh,Male,10/31/1997,,,,
8012-YFUCS,5/6/2023,Organic,5/6/2024,Standard,Monthly,,,17,655,20,0,kavita,India,Himachal Pradesh,Male,1/2/1959,12/27/2023,N,68,3
8013-PCSVV,11/27/2020,Paid,11/27/2022,Standard,Annual,,,12.22,831,9,0,kamla,India,Karnataka,Female,3/28/2001,,,,
8016-LPPEX,11/26/2021,Paid,11/26/2022,Basic,Monthly,,,7.74,413,44,0,pushpa,India,Himachal Pradesh,Female,8/26/1973,,,,
8026-QUIHT,2/15/2023,Refferal,2/15/2025,Standard,Monthly,,,13.5,677,49,0,ashok,India,Delhi,Male,4/7/1990,,,,
8082-UKAZY,6/29/2022,Paid,6/29/2023,Standard,Monthly,,,13.16,642,30,0,naresh,India,Haryana,Female,5/19/1984,,,,
8085-BJTJV,12/11/2021,Paid,12/11/2023,Standard,Monthly,3/2/2023,Relocated abroad,14.45,562,99,1,rajesh,India,Punjab,Male,3/5/1992,2/12/2023,Y,34,2
8089-VUXXG,9/10/2022,Refferal,9/10/2025,Premium,Monthly,,,25.99,1704,31,0,ramesh,India,Uttarakhand,Male,5/20/1968,,,,
8099-PEHVD,2/1/2023,Refferal,2/1/2024,Premium,Monthly,10/10/2023,Poor customer service,21.5,670,67,1,geeta,India,Gujarat,Female,8/11/1998,8/27/2023,N,6,2
8111-YQOWV,8/28/2023,Refferal,8/28/2026,Standard,Monthly,,,18.85,711,26,0,kiran,Nepal,Kathmandu,Female,10/19/1986,,,,
8117-UZDOM,8/25/2023,Paid,8/25/2025,Basic,Monthly,,,6.66,344,48,0,radha,India,Tamil Nadu,Female,6/18/1980,,,,
8128-JFUVJ,8/14/2020,Organic,8/14/2023,Basic,Annual,,,8.32,780,29,0,tejendra,India,Uttarakhand,Male,3/5/1988,5/29/2025,N,70,4
8130-AVDCW,6/20/2022,Organic,6/20/2025,Premium,Monthly,5/9/2023,Found better offer elsewhere,25.99,894,85,1,rangadevi,India,Madhya Pradesh,Male,8/12/1990,3/30/2023,N,25,4
8132-NHLDC,9/19/2022,Refferal,9/19/2023,Basic,Annual,1/4/2024,Moved to different city,9.66,488,65,1,madan,India,Assam,Female,12/4/1960,1/3/2024,N,4,4
8134-XOYJZ,7/31/2020,Organic,7/31/2024,Standard,Annual,,,18.51,1075,51,0,manju,India,Delhi,Female,8/17/1988,,,,
8143-KGESO,9/22/2020,Refferal,9/22/2021,Premium,Monthly,,,24.74,1771,41,0,shobha,India,Tripura,Female,9/9/1974,2/6/2026,N,74,1
8172-HPVWX,9/13/2021,Refferal,9/13/2022,Standard,Annual,,,16.11,1427,46,0,maya,India,Uttarakhand,Male,9/25/1980,9/13/2024,Y,43,2
8179-LNBZJ,2/17/2022,Organic,2/17/2023,Premium,Monthly,,,22.75,1174,16,0,yogesh,India,Uttarakhand,Male,3/14/1973,,,,
